"# ""Tabelle f�r Zeitbereich: 01.01.2020 00:00 bis 01.01.2023 00:00""";;;;;;;;
"# ""Quelle""";;;;;;;;
Datum;Zeit;BOTT SO2 1H Mittelwert [痢/m設;BUCH SO2 1H Mittelwert [痢/m設;DATT SO2 1H Mittelwert [痢/m設;DUB2 SO2 1H Mittelwert [痢/m設;DWER SO2 1H Mittelwert [痢/m設;EVOG SO2 1H Mittelwert [痢/m設;WALS SO2 1H Mittelwert [痢/m設
16.07.2020;03:00;<10;<10;<10;10;;<10;<10
16.07.2020;04:00;<10;<10;<10;<10;;<10;<10
16.07.2020;05:00;<10;<10;;<10;;<10;<10
16.07.2020;06:00;<10;<10;<10;<10;;<10;<10
16.07.2020;07:00;<10;<10;<10;<10;;<10;<10
16.07.2020;08:00;<10;<10;<10;<10;;<10;<10
16.07.2020;09:00;<10;<10;<10;<10;;<10;<10
16.07.2020;10:00;<10;<10;<10;<10;;<10;<10
16.07.2020;11:00;<10;<10;<10;<10;;<10;<10
16.07.2020;12:00;<10;<10;;<10;;<10;<10
16.07.2020;13:00;<10;<10;;<10;;<10;<10
16.07.2020;14:00;<10;<10;<10;<10;;<10;<10
16.07.2020;15:00;;<10;<10;<10;;11;<10
16.07.2020;16:00;<10;<10;<10;<10;;;<10
16.07.2020;17:00;<10;<10;<10;<10;;<10;<10
16.07.2020;18:00;<10;<10;<10;<10;;<10;<10
16.07.2020;19:00;<10;;<10;<10;;<10;<10
16.07.2020;20:00;<10;<10;<10;<10;;<10;<10
16.07.2020;21:00;<10;<10;<10;<10;;<10;<10
16.07.2020;22:00;<10;<10;<10;<10;;<10;<10
16.07.2020;23:00;<10;<10;<10;<10;;<10;
16.07.2020;24:00:00;<10;<10;<10;<10;;<10;<10
17.07.2020;01:00;<10;<10;<10;<10;;<10;<10
17.07.2020;02:00;<10;<10;<10;<10;;<10;<10
17.07.2020;03:00;<10;<10;<10;;;<10;<10
17.07.2020;04:00;<10;<10;<10;13;;<10;<10
17.07.2020;05:00;<10;<10;<10;<10;;<10;<10
17.07.2020;06:00;<10;<10;<10;<10;;<10;<10
17.07.2020;07:00;<10;<10;<10;<10;;<10;<10
17.07.2020;08:00;<10;;<10;<10;;<10;<10
17.07.2020;09:00;<10;;<10;16;;<10;<10
17.07.2020;10:00;<10;;<10;13;;<10;<10
17.07.2020;11:00;<10;<10;<10;10;;<10;<10
17.07.2020;12:00;<10;<10;<10;<10;;<10;<10
17.07.2020;13:00;21;<10;<10;<10;;<10;<10
17.07.2020;14:00;<10;<10;;<10;;<10;<10
17.07.2020;15:00;<10;<10;<10;<10;;<10;<10
17.07.2020;16:00;;<10;<10;<10;;22;<10
17.07.2020;17:00;<10;<10;<10;<10;;;<10
17.07.2020;18:00;<10;<10;<10;18;;<10;<10
17.07.2020;19:00;<10;<10;<10;<10;;<10;<10
17.07.2020;20:00;<10;<10;<10;<10;;<10;<10
17.07.2020;21:00;<10;<10;<10;13;;<10;<10
17.07.2020;22:00;<10;<10;<10;<10;;<10;<10
17.07.2020;23:00;<10;<10;<10;<10;;<10;<10
17.07.2020;24:00:00;<10;<10;<10;<10;;<10;
18.07.2020;01:00;<10;<10;<10;<10;;<10;<10
18.07.2020;02:00;<10;<10;<10;<10;;<10;<10
18.07.2020;03:00;<10;<10;<10;<10;;<10;<10
18.07.2020;04:00;<10;<10;<10;;;<10;<10
18.07.2020;05:00;<10;<10;<10;13;;<10;<10
18.07.2020;06:00;<10;<10;<10;<10;;<10;<10
18.07.2020;07:00;<10;<10;<10;<10;;<10;<10
18.07.2020;08:00;<10;<10;<10;<10;;<10;11
18.07.2020;09:00;<10;<10;<10;<10;;<10;13
18.07.2020;10:00;16;<10;<10;14;;<10;12
18.07.2020;11:00;18;;<10;14;;<10;14
18.07.2020;12:00;11;<10;<10;<10;;<10;<10
18.07.2020;13:00;<10;<10;<10;<10;;<10;<10
18.07.2020;14:00;<10;<10;<10;<10;;<10;<10
18.07.2020;15:00;<10;<10;;<10;;<10;<10
18.07.2020;16:00;<10;<10;<10;<10;;<10;<10
18.07.2020;17:00;;<10;<10;<10;;<10;<10
18.07.2020;18:00;<10;<10;<10;<10;;;<10
18.07.2020;19:00;<10;<10;<10;<10;;<10;<10
18.07.2020;20:00;<10;<10;<10;<10;;<10;<10
18.07.2020;21:00;<10;<10;<10;<10;;<10;<10
18.07.2020;22:00;<10;<10;<10;<10;;<10;<10
18.07.2020;23:00;<10;<10;<10;<10;;<10;<10
18.07.2020;24:00:00;<10;<10;<10;<10;;<10;<10
19.07.2020;01:00;<10;<10;<10;<10;;<10;
19.07.2020;02:00;<10;<10;<10;<10;;<10;<10
19.07.2020;03:00;<10;<10;<10;<10;;<10;<10
19.07.2020;04:00;<10;<10;<10;<10;;<10;<10
19.07.2020;05:00;<10;<10;<10;;;<10;<10
19.07.2020;06:00;<10;<10;<10;11;;<10;<10
19.07.2020;07:00;<10;<10;<10;<10;;<10;<10
19.07.2020;08:00;12;<10;<10;<10;;<10;<10
19.07.2020;09:00;17;<10;<10;<10;;<10;<10
19.07.2020;10:00;22;<10;<10;<10;;<10;13
19.07.2020;11:00;<10;<10;<10;<10;;<10;<10
19.07.2020;12:00;<10;;10;<10;;<10;<10
19.07.2020;13:00;<10;<10;<10;13;;<10;<10
19.07.2020;14:00;<10;<10;<10;<10;;<10;<10
19.07.2020;15:00;<10;<10;<10;19;;<10;<10
19.07.2020;16:00;<10;<10;;21;;<10;<10
19.07.2020;17:00;<10;<10;<10;31;;<10;<10
19.07.2020;18:00;;<10;<10;20;;<10;<10
19.07.2020;19:00;<10;<10;<10;23;;;<10
19.07.2020;20:00;<10;<10;<10;<10;;<10;<10
19.07.2020;21:00;<10;<10;<10;<10;;<10;<10
19.07.2020;22:00;<10;<10;<10;<10;;<10;<10
19.07.2020;23:00;<10;<10;<10;<10;;<10;<10
19.07.2020;24:00:00;<10;<10;<10;30;;<10;<10
20.07.2020;01:00;<10;13;<10;164;;<10;<10
20.07.2020;02:00;<10;<10;<10;188;;<10;
20.07.2020;03:00;<10;<10;<10;38;;<10;<10
20.07.2020;04:00;<10;<10;<10;10;;<10;<10
20.07.2020;05:00;<10;<10;<10;<10;;<10;<10
20.07.2020;06:00;<10;<10;<10;;;<10;<10
20.07.2020;07:00;<10;<10;<10;14;;<10;<10
20.07.2020;08:00;<10;<10;<10;67;;<10;<10
20.07.2020;09:00;<10;<10;<10;78;;<10;<10
20.07.2020;10:00;<10;13;<10;19;;10;<10
20.07.2020;11:00;<10;<10;<10;<10;;<10;<10
20.07.2020;12:00;<10;<10;<10;<10;;<10;<10
20.07.2020;13:00;<10;;<10;24;;<10;<10
20.07.2020;14:00;<10;12;<10;23;;<10;<10
20.07.2020;15:00;<10;<10;<10;48;;<10;<10
20.07.2020;16:00;<10;<10;<10;35;;<10;<10
20.07.2020;17:00;<10;<10;;22;;<10;<10
20.07.2020;18:00;<10;<10;<10;<10;;<10;<10
20.07.2020;19:00;;<10;<10;<10;;<10;<10
20.07.2020;20:00;<10;<10;<10;73;;;<10
20.07.2020;21:00;<10;<10;<10;94;;<10;<10
20.07.2020;22:00;<10;<10;<10;90;;<10;<10
20.07.2020;23:00;<10;<10;<10;114;;10;<10
20.07.2020;24:00:00;<10;<10;<10;44;;11;<10
21.07.2020;01:00;<10;<10;<10;53;;<10;<10
21.07.2020;02:00;<10;<10;<10;18;;<10;<10
21.07.2020;03:00;<10;<10;<10;<10;;<10;
21.07.2020;04:00;<10;<10;<10;<10;;<10;<10
21.07.2020;05:00;<10;<10;<10;<10;;<10;<10
21.07.2020;06:00;<10;<10;<10;<10;;<10;<10
21.07.2020;07:00;<10;<10;<10;;;<10;<10
21.07.2020;08:00;<10;23;<10;27;;14;<10
21.07.2020;09:00;<10;28;<10;34;;10;<10
21.07.2020;10:00;<10;<10;<10;44;;<10;<10
21.07.2020;11:00;<10;<10;<10;25;;<10;<10
21.07.2020;12:00;<10;<10;<10;24;;<10;<10
21.07.2020;13:00;<10;<10;<10;24;;<10;<10
21.07.2020;14:00;<10;;<10;15;;<10;<10
21.07.2020;15:00;<10;<10;<10;24;;<10;<10
21.07.2020;16:00;<10;<10;<10;28;;<10;<10
21.07.2020;17:00;<10;<10;<10;12;;<10;<10
21.07.2020;18:00;<10;<10;;13;;<10;<10
21.07.2020;19:00;<10;<10;<10;14;;<10;<10
21.07.2020;20:00;;<10;<10;<10;;<10;<10
21.07.2020;21:00;<10;<10;<10;<10;;;<10
21.07.2020;22:00;<10;<10;<10;62;;<10;<10
21.07.2020;23:00;<10;<10;<10;118;;20;<10
21.07.2020;24:00:00;<10;<10;<10;106;;15;<10
22.07.2020;01:00;<10;<10;<10;39;;<10;<10
22.07.2020;02:00;<10;<10;<10;12;;<10;<10
22.07.2020;03:00;<10;<10;<10;14;;<10;<10
22.07.2020;04:00;<10;<10;<10;13;;<10;
22.07.2020;05:00;<10;<10;<10;13;;<10;<10
22.07.2020;06:00;<10;<10;<10;13;;<10;<10
22.07.2020;07:00;<10;<10;<10;17;;<10;<10
22.07.2020;08:00;<10;<10;<10;;;11;
22.07.2020;09:00;<10;<10;<10;15;;<10;
22.07.2020;10:00;<10;<10;<10;33;;11;
22.07.2020;11:00;<10;17;<10;31;;<10;
22.07.2020;12:00;<10;<10;<10;30;;<10;<10
22.07.2020;13:00;<10;<10;<10;26;;<10;<10
22.07.2020;14:00;<10;18;<10;30;;<10;<10
22.07.2020;15:00;<10;;<10;29;;<10;<10
22.07.2020;16:00;<10;14;<10;31;;<10;<10
22.07.2020;17:00;<10;<10;<10;34;;<10;<10
22.07.2020;18:00;<10;<10;<10;46;;<10;<10
22.07.2020;19:00;<10;<10;;88;;<10;<10
22.07.2020;20:00;<10;<10;<10;85;;<10;<10
22.07.2020;21:00;;<10;<10;80;;<10;<10
22.07.2020;22:00;<10;<10;<10;30;;;<10
22.07.2020;23:00;<10;<10;<10;47;;<10;<10
22.07.2020;24:00:00;<10;<10;<10;14;;<10;<10
23.07.2020;01:00;<10;<10;<10;10;;<10;<10
23.07.2020;02:00;<10;<10;<10;<10;;<10;<10
23.07.2020;03:00;<10;<10;<10;<10;;<10;<10
23.07.2020;04:00;<10;<10;<10;<10;;<10;<10
23.07.2020;05:00;<10;<10;<10;<10;;<10;<10
23.07.2020;06:00;<10;<10;<10;<10;;<10;<10
23.07.2020;07:00;<10;<10;<10;<10;;<10;<10
23.07.2020;08:00;<10;<10;<10;<10;;<10;<10
23.07.2020;09:00;<10;<10;<10;;;11;<10
23.07.2020;10:00;<10;<10;<10;12;;<10;12
23.07.2020;11:00;<10;11;<10;<10;;10;39
23.07.2020;12:00;21;<10;<10;;;20;
23.07.2020;13:00;20;<10;<10;;;14;<10
23.07.2020;14:00;15;<10;<10;;;12;<10
23.07.2020;15:00;<10;<10;12;16;;<10;<10
23.07.2020;16:00;10;;11;<10;;<10;10
23.07.2020;17:00;<10;<10;<10;<10;;<10;<10
23.07.2020;18:00;<10;<10;<10;<10;;<10;<10
23.07.2020;19:00;<10;<10;<10;<10;;<10;<10
23.07.2020;20:00;<10;<10;;<10;;<10;<10
23.07.2020;21:00;<10;<10;<10;<10;;<10;<10
23.07.2020;22:00;;<10;<10;<10;;<10;<10
23.07.2020;23:00;<10;<10;<10;<10;;;<10
23.07.2020;24:00:00;<10;<10;<10;<10;;<10;<10
24.07.2020;01:00;<10;<10;<10;<10;;<10;<10
24.07.2020;02:00;<10;<10;<10;<10;;<10;<10
24.07.2020;03:00;<10;<10;<10;<10;;<10;<10
24.07.2020;04:00;<10;<10;<10;<10;;<10;<10
24.07.2020;05:00;<10;<10;<10;<10;;<10;<10
24.07.2020;06:00;14;<10;<10;<10;;<10;<10
24.07.2020;07:00;16;<10;<10;<10;;11;<10
24.07.2020;08:00;18;<10;<10;13;;11;<10
24.07.2020;09:00;20;<10;<10;19;;<10;<10
24.07.2020;10:00;15;<10;<10;<10;;11;<10
24.07.2020;11:00;12;<10;<10;<10;;<10;<10
24.07.2020;12:00;<10;<10;<10;<10;;<10;<10
24.07.2020;13:00;<10;<10;<10;<10;;<10;
24.07.2020;14:00;<10;<10;<10;19;;<10;<10
24.07.2020;15:00;<10;<10;<10;;;<10;<10
24.07.2020;16:00;<10;<10;<10;37;;<10;<10
24.07.2020;17:00;<10;;<10;39;;<10;<10
24.07.2020;18:00;<10;<10;<10;13;;<10;<10
24.07.2020;19:00;<10;<10;<10;13;;<10;<10
24.07.2020;20:00;<10;<10;<10;<10;;<10;<10
24.07.2020;21:00;<10;<10;;<10;;<10;<10
24.07.2020;22:00;<10;<10;<10;<10;;<10;<10
24.07.2020;23:00;;<10;<10;<10;;<10;<10
24.07.2020;24:00:00;<10;<10;<10;<10;;;<10
25.07.2020;01:00;<10;<10;<10;<10;;<10;<10
25.07.2020;02:00;<10;<10;<10;<10;;<10;<10
25.07.2020;03:00;<10;<10;<10;<10;;<10;<10
25.07.2020;04:00;<10;<10;<10;<10;;<10;<10
25.07.2020;05:00;<10;<10;<10;<10;;<10;38
25.07.2020;06:00;15;<10;<10;<10;;<10;29
25.07.2020;07:00;<10;<10;<10;<10;;<10;<10
25.07.2020;08:00;<10;<10;<10;<10;;<10;<10
25.07.2020;09:00;<10;<10;<10;<10;;<10;<10
25.07.2020;10:00;<10;<10;<10;<10;;<10;119
25.07.2020;11:00;13;<10;<10;<10;;<10;58
25.07.2020;12:00;<10;<10;<10;<10;;<10;<10
25.07.2020;13:00;<10;<10;<10;<10;;<10;<10
25.07.2020;14:00;<10;<10;<10;<10;;<10;
25.07.2020;15:00;13;<10;<10;<10;;<10;<10
25.07.2020;16:00;<10;<10;<10;<10;;<10;<10
25.07.2020;17:00;<10;<10;<10;14;;<10;<10
25.07.2020;18:00;<10;;<10;<10;;<10;<10
25.07.2020;19:00;<10;<10;<10;<10;;<10;<10
25.07.2020;20:00;<10;<10;<10;<10;;<10;<10
25.07.2020;21:00;<10;<10;<10;<10;;<10;<10
25.07.2020;22:00;<10;<10;;<10;;<10;<10
25.07.2020;23:00;<10;<10;<10;<10;;<10;<10
25.07.2020;24:00:00;;<10;<10;<10;;<10;<10
26.07.2020;01:00;<10;<10;<10;<10;;;<10
26.07.2020;02:00;<10;<10;<10;<10;;<10;<10
26.07.2020;03:00;<10;<10;<10;<10;;<10;<10
26.07.2020;04:00;<10;<10;<10;<10;;<10;<10
26.07.2020;05:00;<10;<10;<10;<10;;<10;<10
26.07.2020;06:00;<10;<10;<10;<10;;<10;<10
26.07.2020;07:00;<10;<10;<10;<10;;<10;<10
26.07.2020;08:00;<10;<10;<10;<10;;<10;<10
26.07.2020;09:00;<10;<10;<10;<10;;<10;<10
26.07.2020;10:00;<10;18;<10;<10;;<10;<10
26.07.2020;11:00;<10;13;<10;<10;;<10;<10
26.07.2020;12:00;<10;<10;<10;49;;<10;<10
26.07.2020;13:00;<10;<10;<10;21;;<10;<10
26.07.2020;14:00;<10;<10;<10;47;;<10;<10
26.07.2020;15:00;<10;<10;<10;43;;<10;
26.07.2020;16:00;<10;<10;<10;21;;<10;<10
26.07.2020;17:00;<10;<10;<10;78;;<10;<10
26.07.2020;18:00;<10;<10;<10;30;;<10;<10
26.07.2020;19:00;<10;;<10;<10;;<10;<10
26.07.2020;20:00;<10;<10;<10;<10;;<10;<10
26.07.2020;21:00;<10;<10;<10;;;<10;<10
26.07.2020;22:00;<10;<10;<10;;;<10;<10
26.07.2020;23:00;<10;<10;;;;<10;<10
26.07.2020;24:00:00;<10;<10;<10;;;<10;<10
27.07.2020;01:00;;<10;<10;;;<10;<10
27.07.2020;02:00;<10;<10;<10;;;;<10
27.07.2020;03:00;<10;<10;<10;;;<10;<10
27.07.2020;04:00;<10;<10;<10;;;<10;<10
27.07.2020;05:00;<10;<10;<10;;;<10;<10
27.07.2020;06:00;<10;<10;<10;;;<10;<10
27.07.2020;07:00;<10;<10;<10;<10;;<10;<10
27.07.2020;08:00;<10;<10;<10;<10;;<10;13
27.07.2020;09:00;<10;<10;<10;<10;;<10;12
27.07.2020;10:00;<10;<10;<10;<10;;<10;
27.07.2020;11:00;<10;<10;<10;;;<10;
27.07.2020;12:00;<10;<10;<10;;;<10;
27.07.2020;13:00;<10;<10;<10;18;;<10;
27.07.2020;14:00;<10;<10;<10;<10;;<10;11
27.07.2020;15:00;<10;<10;<10;<10;;<10;<10
27.07.2020;16:00;<10;<10;<10;<10;;<10;11
27.07.2020;17:00;12;<10;<10;<10;;<10;<10
27.07.2020;18:00;<10;<10;<10;<10;;<10;<10
27.07.2020;19:00;<10;<10;<10;<10;;<10;<10
27.07.2020;20:00;<10;;<10;<10;;<10;<10
27.07.2020;21:00;<10;<10;<10;<10;;21;<10
27.07.2020;22:00;<10;<10;<10;<10;;<10;<10
27.07.2020;23:00;<10;<10;<10;<10;;<10;<10
27.07.2020;24:00:00;<10;<10;;<10;;<10;<10
28.07.2020;01:00;<10;<10;<10;16;;<10;<10
28.07.2020;02:00;;<10;<10;<10;;<10;<10
28.07.2020;03:00;<10;34;<10;<10;;;<10
28.07.2020;04:00;<10;14;<10;<10;;<10;<10
28.07.2020;05:00;<10;18;<10;<10;;<10;<10
28.07.2020;06:00;<10;<10;<10;<10;;<10;<10
28.07.2020;07:00;<10;<10;<10;<10;;<10;<10
28.07.2020;08:00;<10;<10;<10;<10;;<10;<10
28.07.2020;09:00;<10;24;<10;<10;;<10;<10
28.07.2020;10:00;<10;24;<10;<10;;<10;<10
28.07.2020;11:00;<10;<10;<10;<10;;<10;<10
28.07.2020;12:00;<10;<10;<10;17;;<10;<10
28.07.2020;13:00;<10;<10;<10;22;;<10;<10
28.07.2020;14:00;<10;<10;<10;35;;<10;
28.07.2020;15:00;<10;<10;<10;38;;<10;<10
28.07.2020;16:00;<10;<10;<10;20;;<10;<10
28.07.2020;17:00;<10;<10;<10;13;;<10;<10
28.07.2020;18:00;<10;<10;<10;18;;<10;<10
28.07.2020;19:00;<10;<10;<10;<10;;<10;<10
28.07.2020;20:00;<10;<10;<10;<10;;<10;<10
28.07.2020;21:00;<10;;<10;10;;<10;<10
28.07.2020;22:00;<10;<10;<10;21;;<10;<10
28.07.2020;23:00;<10;<10;<10;41;;<10;<10
28.07.2020;24:00:00;<10;<10;<10;<10;;19;<10
29.07.2020;01:00;<10;<10;;<10;;<10;<10
29.07.2020;02:00;<10;<10;<10;<10;;<10;<10
29.07.2020;03:00;;13;<10;<10;;<10;<10
29.07.2020;04:00;<10;20;<10;<10;;;<10
29.07.2020;05:00;<10;18;<10;<10;;<10;<10
29.07.2020;06:00;<10;12;<10;<10;;<10;<10
29.07.2020;07:00;<10;<10;<10;<10;;<10;<10
29.07.2020;08:00;<10;<10;<10;<10;;15;<10
29.07.2020;09:00;14;<10;<10;<10;;12;<10
29.07.2020;10:00;11;<10;<10;<10;;<10;<10
29.07.2020;11:00;<10;<10;<10;<10;;<10;<10
29.07.2020;12:00;<10;<10;<10;<10;;<10;<10
29.07.2020;13:00;<10;<10;<10;<10;;<10;<10
29.07.2020;14:00;<10;<10;<10;<10;;<10;<10
29.07.2020;15:00;<10;<10;<10;30;;<10;
29.07.2020;16:00;<10;<10;<10;11;;<10;<10
29.07.2020;17:00;<10;<10;<10;48;;<10;<10
29.07.2020;18:00;<10;<10;<10;11;;<10;<10
29.07.2020;19:00;<10;<10;<10;<10;;<10;<10
29.07.2020;20:00;<10;<10;<10;<10;;<10;<10
29.07.2020;21:00;<10;<10;<10;<10;;<10;<10
29.07.2020;22:00;<10;;<10;16;;<10;<10
29.07.2020;23:00;<10;<10;<10;16;;<10;<10
29.07.2020;24:00:00;<10;<10;<10;<10;;<10;<10
30.07.2020;01:00;<10;<10;<10;<10;;<10;<10
30.07.2020;02:00;<10;<10;;<10;;<10;<10
30.07.2020;03:00;<10;<10;<10;<10;;<10;<10
30.07.2020;04:00;;<10;<10;<10;;<10;<10
30.07.2020;05:00;<10;<10;<10;<10;;;<10
30.07.2020;06:00;<10;<10;<10;<10;;<10;<10
30.07.2020;07:00;<10;<10;<10;<10;;<10;<10
30.07.2020;08:00;<10;<10;<10;<10;;<10;<10
30.07.2020;09:00;<10;<10;<10;<10;;<10;11
30.07.2020;10:00;<10;<10;<10;<10;;<10;<10
30.07.2020;11:00;<10;<10;<10;<10;;<10;<10
30.07.2020;12:00;13;10;<10;<10;;<10;11
30.07.2020;13:00;29;14;<10;<10;;<10;16
30.07.2020;14:00;22;11;<10;<10;;<10;23
30.07.2020;15:00;14;17;<10;14;;<10;19
30.07.2020;16:00;12;15;<10;44;;<10;
30.07.2020;17:00;<10;21;<10;23;;<10;21
30.07.2020;18:00;<10;18;<10;16;;<10;15
30.07.2020;19:00;<10;11;<10;12;;<10;13
30.07.2020;20:00;<10;<10;<10;12;;<10;<10
30.07.2020;21:00;<10;<10;<10;13;;<10;<10
30.07.2020;22:00;<10;<10;<10;10;;<10;<10
30.07.2020;23:00;<10;;<10;<10;;<10;<10
30.07.2020;24:00:00;<10;<10;<10;<10;;<10;<10
31.07.2020;01:00;<10;<10;<10;<10;;<10;<10
31.07.2020;02:00;<10;<10;<10;<10;;<10;<10
31.07.2020;03:00;<10;<10;;<10;;<10;15
31.07.2020;04:00;<10;<10;<10;<10;;<10;13
31.07.2020;05:00;;<10;<10;<10;;<10;11
31.07.2020;06:00;<10;<10;<10;<10;;;10
31.07.2020;07:00;<10;<10;<10;<10;;<10;19
31.07.2020;08:00;10;<10;15;<10;;<10;13
31.07.2020;09:00;18;<10;<10;<10;;<10;12
31.07.2020;10:00;12;<10;<10;<10;;<10;14
31.07.2020;11:00;<10;<10;<10;<10;;<10;<10
31.07.2020;12:00;<10;<10;<10;<10;;<10;<10
31.07.2020;13:00;<10;<10;<10;<10;;<10;<10
31.07.2020;14:00;<10;<10;<10;<10;;<10;<10
31.07.2020;15:00;<10;<10;<10;<10;;<10;<10
31.07.2020;16:00;<10;<10;<10;<10;;<10;<10
31.07.2020;17:00;<10;<10;<10;18;;<10;
31.07.2020;18:00;12;<10;<10;<10;;<10;<10
31.07.2020;19:00;11;<10;<10;<10;;<10;<10
31.07.2020;20:00;<10;<10;<10;<10;;<10;<10
31.07.2020;21:00;<10;<10;<10;<10;;<10;<10
31.07.2020;22:00;<10;<10;<10;<10;;<10;<10
31.07.2020;23:00;<10;<10;<10;<10;;<10;<10
31.07.2020;24:00:00;<10;;<10;<10;;<10;<10
01.08.2020;01:00;<10;<10;<10;<10;;<10;<10
01.08.2020;02:00;<10;<10;<10;<10;;<10;<10
01.08.2020;03:00;<10;<10;<10;<10;;<10;<10
01.08.2020;04:00;<10;<10;;<10;;<10;<10
01.08.2020;05:00;<10;<10;<10;<10;;<10;<10
01.08.2020;06:00;;<10;<10;<10;;<10;<10
01.08.2020;07:00;<10;<10;<10;<10;;;<10
01.08.2020;08:00;<10;<10;<10;<10;;<10;<10
01.08.2020;09:00;<10;<10;<10;<10;;<10;<10
01.08.2020;10:00;<10;<10;<10;<10;;<10;<10
01.08.2020;11:00;<10;<10;<10;<10;;<10;<10
01.08.2020;12:00;<10;<10;<10;<10;;<10;<10
01.08.2020;13:00;<10;<10;<10;<10;;<10;<10
01.08.2020;14:00;<10;<10;<10;<10;;<10;<10
01.08.2020;15:00;20;<10;<10;<10;;<10;<10
01.08.2020;16:00;<10;<10;<10;<10;;<10;<10
01.08.2020;17:00;<10;<10;<10;<10;;<10;<10
01.08.2020;18:00;<10;<10;<10;17;;<10;
01.08.2020;19:00;<10;<10;<10;<10;;<10;
01.08.2020;20:00;<10;<10;<10;<10;;<10;
01.08.2020;21:00;<10;<10;<10;<10;;<10;
01.08.2020;22:00;<10;<10;<10;<10;;<10;
01.08.2020;23:00;<10;<10;<10;<10;;<10;
01.08.2020;24:00:00;<10;<10;<10;<10;;<10;
02.08.2020;01:00;<10;;<10;<10;;<10;
02.08.2020;02:00;<10;<10;<10;<10;;<10;
02.08.2020;03:00;<10;<10;<10;<10;;<10;
02.08.2020;04:00;<10;<10;<10;<10;;<10;
02.08.2020;05:00;<10;<10;;<10;;<10;
02.08.2020;06:00;<10;<10;<10;<10;;<10;
02.08.2020;07:00;;<10;<10;<10;;<10;
02.08.2020;08:00;<10;<10;<10;<10;;;
02.08.2020;09:00;<10;<10;<10;<10;;<10;
02.08.2020;10:00;<10;<10;<10;<10;;<10;
02.08.2020;11:00;<10;<10;<10;<10;;<10;
02.08.2020;12:00;11;<10;<10;<10;;<10;
02.08.2020;13:00;<10;<10;<10;<10;;<10;
02.08.2020;14:00;<10;<10;<10;<10;;<10;
02.08.2020;15:00;<10;<10;<10;<10;;<10;
02.08.2020;16:00;<10;<10;<10;<10;;<10;
02.08.2020;17:00;<10;<10;<10;<10;;<10;
02.08.2020;18:00;<10;<10;<10;<10;;<10;
02.08.2020;19:00;<10;<10;<10;23;;<10;
02.08.2020;20:00;<10;<10;<10;<10;;<10;<10
02.08.2020;21:00;<10;<10;<10;<10;;<10;<10
02.08.2020;22:00;<10;<10;<10;<10;;<10;<10
02.08.2020;23:00;<10;<10;<10;<10;;<10;<10
02.08.2020;24:00:00;<10;<10;<10;<10;;<10;<10
03.08.2020;01:00;<10;<10;<10;<10;;<10;<10
03.08.2020;02:00;<10;;<10;<10;;<10;<10
03.08.2020;03:00;<10;<10;<10;<10;;<10;<10
03.08.2020;04:00;<10;<10;<10;<10;;<10;<10
03.08.2020;05:00;<10;<10;<10;<10;;<10;<10
03.08.2020;06:00;<10;<10;;<10;;<10;<10
03.08.2020;07:00;<10;<10;<10;<10;;<10;<10
03.08.2020;08:00;;<10;<10;<10;;<10;<10
03.08.2020;09:00;<10;<10;<10;<10;;;<10
03.08.2020;10:00;<10;<10;<10;<10;;<10;<10
03.08.2020;11:00;<10;<10;<10;<10;;<10;<10
03.08.2020;12:00;<10;<10;<10;<10;;<10;<10
03.08.2020;13:00;<10;<10;<10;<10;;<10;<10
03.08.2020;14:00;<10;<10;<10;<10;;<10;<10
03.08.2020;15:00;<10;<10;<10;<10;;<10;<10
03.08.2020;16:00;<10;<10;<10;<10;;<10;<10
03.08.2020;17:00;<10;<10;<10;<10;;<10;<10
03.08.2020;18:00;<10;<10;<10;<10;;<10;<10
03.08.2020;19:00;<10;<10;<10;<10;;<10;<10
03.08.2020;20:00;<10;<10;<10;28;;<10;
03.08.2020;21:00;<10;<10;<10;22;;<10;<10
03.08.2020;22:00;<10;<10;<10;<10;;<10;<10
03.08.2020;23:00;<10;<10;<10;20;;<10;<10
03.08.2020;24:00:00;<10;<10;<10;14;;<10;<10
04.08.2020;01:00;<10;<10;<10;19;;<10;<10
04.08.2020;02:00;<10;<10;<10;<10;;<10;<10
04.08.2020;03:00;<10;;<10;<10;;<10;<10
04.08.2020;04:00;<10;<10;<10;<10;;<10;<10
04.08.2020;05:00;<10;<10;<10;<10;;<10;<10
04.08.2020;06:00;<10;<10;<10;<10;;<10;<10
04.08.2020;07:00;<10;<10;;<10;;<10;<10
04.08.2020;08:00;<10;<10;<10;<10;;<10;<10
04.08.2020;09:00;;<10;<10;12;;<10;<10
04.08.2020;10:00;<10;<10;<10;28;;;<10
04.08.2020;11:00;<10;<10;<10;24;;<10;<10
04.08.2020;12:00;<10;<10;<10;19;;<10;<10
04.08.2020;13:00;<10;<10;<10;22;;<10;<10
04.08.2020;14:00;<10;<10;<10;29;;<10;<10
04.08.2020;15:00;<10;<10;<10;38;;<10;<10
04.08.2020;16:00;<10;<10;<10;12;;16;<10
04.08.2020;17:00;<10;<10;<10;17;;<10;<10
04.08.2020;18:00;<10;<10;<10;18;;12;<10
04.08.2020;19:00;<10;<10;<10;16;;<10;<10
04.08.2020;20:00;<10;<10;<10;18;;<10;<10
04.08.2020;21:00;<10;<10;<10;13;;<10;
04.08.2020;22:00;<10;<10;<10;<10;;<10;<10
