"# ""Tabelle f�r Zeitbereich: 01.01.2020 00:00 bis 01.01.2023 00:00""";;;;;;;;
"# ""Quelle""";;;;;;;;
Datum;Zeit;BOTT SO2 1H Mittelwert [痢/m設;BUCH SO2 1H Mittelwert [痢/m設;DATT SO2 1H Mittelwert [痢/m設;DUB2 SO2 1H Mittelwert [痢/m設;DWER SO2 1H Mittelwert [痢/m設;EVOG SO2 1H Mittelwert [痢/m設;WALS SO2 1H Mittelwert [痢/m設
03.05.2021;13:00;<10;<10;;<10;;<10;<10
03.05.2021;14:00;12;<10;<10;<10;;<10;<10
03.05.2021;15:00;<10;<10;<10;<10;;<10;<10
03.05.2021;16:00;12;<10;<10;;;<10;<10
03.05.2021;17:00;38;<10;<10;<10;;<10;<10
03.05.2021;18:00;29;<10;<10;<10;;<10;23
03.05.2021;19:00;38;<10;<10;<10;;<10;30
03.05.2021;20:00;44;<10;<10;<10;;<10;58
03.05.2021;21:00;20;<10;<10;<10;;<10;37
03.05.2021;22:00;<10;<10;<10;11;;<10;21
03.05.2021;23:00;;<10;<10;15;;<10;28
03.05.2021;24:00:00;<10;<10;<10;10;;<10;18
04.05.2021;01:00;<10;<10;<10;<10;;<10;12
04.05.2021;02:00;<10;<10;<10;<10;;<10;15
04.05.2021;03:00;34;;<10;11;;<10;38
04.05.2021;04:00;<10;<10;<10;<10;;<10;18
04.05.2021;05:00;16;<10;<10;<10;;<10;75
04.05.2021;06:00;36;<10;<10;<10;;<10;56
04.05.2021;07:00;32;<10;<10;<10;;<10;62
04.05.2021;08:00;17;<10;<10;<10;;<10;61
04.05.2021;09:00;22;<10;<10;<10;;<10;94
04.05.2021;10:00;;<10;<10;;;;27
04.05.2021;11:00;;<10;<10;;;<10;<10
04.05.2021;12:00;;<10;<10;<10;;<10;<10
04.05.2021;13:00;;16;<10;27;;<10;<10
04.05.2021;14:00;;22;<10;24;;<10;<10
04.05.2021;15:00;<10;21;<10;24;;<10;<10
04.05.2021;16:00;<10;14;<10;51;;<10;<10
04.05.2021;17:00;<10;<10;<10;17;;<10;<10
04.05.2021;18:00;<10;14;<10;18;;<10;<10
04.05.2021;19:00;<10;19;<10;20;;<10;<10
04.05.2021;20:00;<10;<10;<10;<10;;<10;<10
04.05.2021;21:00;<10;21;<10;10;;<10;<10
04.05.2021;22:00;<10;<10;<10;<10;;<10;<10
04.05.2021;23:00;<10;<10;<10;<10;;<10;<10
04.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
05.05.2021;01:00;<10;<10;<10;<10;;<10;<10
05.05.2021;02:00;<10;<10;<10;<10;;<10;<10
05.05.2021;03:00;<10;<10;<10;<10;;<10;<10
05.05.2021;04:00;<10;;<10;<10;;<10;<10
05.05.2021;05:00;<10;<10;<10;<10;;<10;<10
05.05.2021;06:00;<10;<10;<10;<10;;<10;<10
05.05.2021;07:00;<10;<10;<10;<10;;<10;<10
05.05.2021;08:00;<10;<10;<10;<10;;;<10
05.05.2021;09:00;<10;<10;<10;16;;;<10
05.05.2021;10:00;<10;<10;<10;<10;;;<10
05.05.2021;11:00;<10;<10;<10;21;;<10;<10
05.05.2021;12:00;<10;<10;<10;;;<10;<10
05.05.2021;13:00;<10;<10;<10;22;;<10;<10
05.05.2021;14:00;<10;<10;<10;22;;<10;<10
05.05.2021;15:00;;<10;<10;<10;;<10;<10
05.05.2021;16:00;<10;<10;<10;<10;;<10;<10
05.05.2021;17:00;<10;<10;<10;<10;;<10;<10
05.05.2021;18:00;<10;<10;<10;<10;;<10;<10
05.05.2021;19:00;<10;<10;<10;<10;;<10;<10
05.05.2021;20:00;<10;<10;<10;<10;;<10;<10
05.05.2021;21:00;<10;<10;<10;<10;;<10;<10
05.05.2021;22:00;<10;<10;<10;<10;;<10;<10
05.05.2021;23:00;<10;<10;<10;<10;;<10;<10
05.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
06.05.2021;01:00;<10;<10;<10;<10;;<10;<10
06.05.2021;02:00;<10;<10;<10;<10;;<10;<10
06.05.2021;03:00;<10;<10;<10;<10;;<10;11
06.05.2021;04:00;<10;<10;<10;<10;;<10;<10
06.05.2021;05:00;<10;;<10;<10;;<10;<10
06.05.2021;06:00;<10;<10;<10;<10;;<10;<10
06.05.2021;07:00;<10;<10;<10;<10;;<10;<10
06.05.2021;08:00;<10;<10;<10;<10;;<10;<10
06.05.2021;09:00;<10;<10;<10;<10;;<10;
06.05.2021;10:00;<10;<10;<10;17;;<10;
06.05.2021;11:00;<10;<10;<10;<10;;;
06.05.2021;12:00;<10;<10;<10;11;;<10;
06.05.2021;13:00;<10;<10;<10;;;<10;
06.05.2021;14:00;10;<10;<10;<10;;<10;<10
06.05.2021;15:00;<10;<10;<10;11;;<10;<10
06.05.2021;16:00;;<10;<10;<10;;12;<10
06.05.2021;17:00;<10;<10;<10;<10;;<10;<10
06.05.2021;18:00;16;<10;<10;<10;;<10;<10
06.05.2021;19:00;10;<10;<10;<10;;<10;<10
06.05.2021;20:00;<10;<10;<10;<10;;<10;<10
06.05.2021;21:00;<10;<10;<10;<10;;<10;<10
06.05.2021;22:00;<10;<10;<10;<10;;<10;<10
06.05.2021;23:00;<10;<10;<10;<10;;<10;<10
06.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
07.05.2021;01:00;<10;<10;<10;<10;;<10;<10
07.05.2021;02:00;<10;<10;<10;<10;;<10;<10
07.05.2021;03:00;<10;<10;<10;<10;;<10;<10
07.05.2021;04:00;<10;<10;<10;<10;;<10;<10
07.05.2021;05:00;<10;<10;<10;<10;;<10;<10
07.05.2021;06:00;<10;;<10;<10;;<10;<10
07.05.2021;07:00;<10;<10;<10;<10;;<10;<10
07.05.2021;08:00;<10;<10;<10;<10;;<10;<10
07.05.2021;09:00;<10;<10;<10;<10;;<10;<10
07.05.2021;10:00;<10;<10;<10;<10;;<10;
07.05.2021;11:00;<10;<10;<10;<10;;<10;
07.05.2021;12:00;<10;<10;<10;<10;;;<10
07.05.2021;13:00;<10;<10;<10;<10;;<10;<10
07.05.2021;14:00;<10;<10;<10;;;<10;<10
07.05.2021;15:00;<10;<10;<10;<10;;<10;<10
07.05.2021;16:00;<10;<10;<10;14;;<10;<10
07.05.2021;17:00;;<10;<10;21;;<10;<10
07.05.2021;18:00;<10;<10;<10;<10;;<10;<10
07.05.2021;19:00;<10;<10;<10;<10;;<10;<10
07.05.2021;20:00;<10;<10;<10;<10;;<10;<10
07.05.2021;21:00;<10;<10;<10;<10;;<10;<10
07.05.2021;22:00;<10;<10;<10;<10;;<10;<10
07.05.2021;23:00;<10;<10;<10;<10;;<10;<10
07.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
08.05.2021;01:00;<10;<10;<10;<10;;<10;<10
08.05.2021;02:00;<10;<10;<10;<10;;<10;<10
08.05.2021;03:00;<10;<10;<10;<10;;<10;<10
08.05.2021;04:00;<10;<10;<10;<10;;<10;<10
08.05.2021;05:00;<10;<10;<10;<10;;<10;<10
08.05.2021;06:00;<10;<10;<10;<10;;<10;<10
08.05.2021;07:00;<10;;<10;<10;;<10;<10
08.05.2021;08:00;<10;<10;<10;<10;;<10;<10
08.05.2021;09:00;<10;<10;<10;<10;;<10;<10
08.05.2021;10:00;12;<10;<10;11;;<10;<10
08.05.2021;11:00;<10;<10;<10;<10;;<10;<10
08.05.2021;12:00;<10;<10;<10;<10;;<10;
08.05.2021;13:00;17;<10;<10;<10;;;<10
08.05.2021;14:00;12;<10;<10;<10;;<10;13
08.05.2021;15:00;<10;<10;<10;;;<10;<10
08.05.2021;16:00;<10;<10;<10;<10;;<10;<10
08.05.2021;17:00;<10;<10;<10;<10;;<10;<10
08.05.2021;18:00;;<10;<10;<10;;<10;12
08.05.2021;19:00;<10;<10;<10;<10;;<10;13
08.05.2021;20:00;<10;<10;<10;11;;<10;18
08.05.2021;21:00;<10;<10;<10;15;;<10;37
08.05.2021;22:00;<10;<10;<10;10;;<10;14
08.05.2021;23:00;10;<10;<10;<10;;<10;12
08.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
09.05.2021;01:00;<10;<10;<10;<10;;<10;<10
09.05.2021;02:00;<10;<10;<10;<10;;<10;<10
09.05.2021;03:00;<10;<10;<10;<10;;<10;<10
09.05.2021;04:00;<10;<10;<10;<10;;<10;<10
09.05.2021;05:00;<10;<10;<10;<10;;<10;<10
09.05.2021;06:00;<10;<10;<10;<10;;<10;10
09.05.2021;07:00;<10;<10;<10;<10;;<10;<10
09.05.2021;08:00;<10;;<10;<10;;<10;11
09.05.2021;09:00;<10;<10;<10;<10;;<10;<10
09.05.2021;10:00;<10;<10;<10;<10;;<10;<10
09.05.2021;11:00;<10;<10;<10;<10;;<10;<10
09.05.2021;12:00;<10;<10;<10;<10;;<10;<10
09.05.2021;13:00;<10;<10;<10;<10;;<10;
09.05.2021;14:00;10;<10;<10;<10;;;11
09.05.2021;15:00;36;<10;<10;<10;;<10;18
09.05.2021;16:00;23;<10;<10;;;<10;<10
09.05.2021;17:00;20;<10;<10;12;;<10;<10
09.05.2021;18:00;32;<10;<10;<10;;<10;<10
09.05.2021;19:00;;<10;<10;<10;;<10;11
09.05.2021;20:00;21;<10;<10;<10;;<10;<10
09.05.2021;21:00;<10;<10;<10;<10;;<10;<10
09.05.2021;22:00;<10;<10;<10;<10;;<10;11
09.05.2021;23:00;<10;<10;<10;<10;;<10;<10
09.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
10.05.2021;01:00;<10;<10;<10;<10;;<10;10
10.05.2021;02:00;<10;<10;<10;<10;;<10;<10
10.05.2021;03:00;<10;<10;<10;<10;;<10;11
10.05.2021;04:00;15;<10;<10;18;;<10;28
10.05.2021;05:00;<10;<10;<10;17;;<10;23
10.05.2021;06:00;<10;<10;<10;16;;<10;18
10.05.2021;07:00;<10;<10;<10;12;;<10;16
10.05.2021;08:00;29;<10;<10;15;;<10;26
10.05.2021;09:00;37;;<10;<10;;<10;26
10.05.2021;10:00;<10;<10;<10;<10;;<10;<10
10.05.2021;11:00;11;<10;<10;<10;;<10;<10
10.05.2021;12:00;19;<10;<10;<10;;<10;<10
10.05.2021;13:00;<10;<10;<10;<10;;<10;<10
10.05.2021;14:00;<10;<10;<10;16;;<10;
10.05.2021;15:00;<10;<10;<10;<10;;;<10
10.05.2021;16:00;17;<10;<10;<10;;<10;<10
10.05.2021;17:00;<10;<10;<10;;;<10;18
10.05.2021;18:00;14;<10;<10;<10;;<10;12
10.05.2021;19:00;<10;<10;<10;<10;;<10;14
10.05.2021;20:00;;<10;<10;<10;;<10;<10
10.05.2021;21:00;<10;<10;<10;<10;;<10;<10
10.05.2021;22:00;<10;<10;<10;<10;;<10;<10
10.05.2021;23:00;<10;<10;<10;<10;;<10;<10
10.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
11.05.2021;01:00;<10;<10;<10;<10;;<10;14
11.05.2021;02:00;<10;<10;<10;<10;;<10;<10
11.05.2021;03:00;<10;<10;<10;<10;;<10;<10
11.05.2021;04:00;<10;<10;<10;12;;<10;<10
11.05.2021;05:00;<10;<10;<10;13;;<10;<10
11.05.2021;06:00;<10;<10;<10;<10;;<10;<10
11.05.2021;07:00;<10;<10;<10;<10;;<10;<10
11.05.2021;08:00;<10;<10;<10;12;;<10;11
11.05.2021;09:00;<10;<10;<10;11;;<10;11
11.05.2021;10:00;<10;;<10;<10;;<10;<10
11.05.2021;11:00;<10;<10;<10;11;;<10;15
11.05.2021;12:00;<10;<10;<10;15;;<10;13
11.05.2021;13:00;<10;<10;<10;11;;<10;<10
11.05.2021;14:00;<10;<10;<10;<10;;<10;<10
11.05.2021;15:00;<10;<10;<10;<10;;<10;
11.05.2021;16:00;<10;<10;<10;<10;;;<10
11.05.2021;17:00;<10;<10;<10;<10;;<10;<10
11.05.2021;18:00;<10;<10;<10;;;<10;<10
11.05.2021;19:00;<10;<10;<10;15;;<10;<10
11.05.2021;20:00;<10;<10;<10;<10;;<10;<10
11.05.2021;21:00;;<10;<10;<10;;<10;<10
11.05.2021;22:00;<10;<10;<10;<10;;<10;<10
11.05.2021;23:00;<10;<10;<10;<10;;<10;<10
11.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
12.05.2021;01:00;<10;<10;<10;<10;;<10;<10
12.05.2021;02:00;<10;<10;<10;<10;;<10;<10
12.05.2021;03:00;<10;<10;<10;<10;;<10;<10
12.05.2021;04:00;<10;<10;<10;<10;;<10;<10
12.05.2021;05:00;<10;<10;<10;<10;;<10;<10
12.05.2021;06:00;<10;<10;<10;<10;;<10;<10
12.05.2021;07:00;<10;<10;<10;<10;;<10;<10
12.05.2021;08:00;<10;<10;<10;<10;;<10;<10
12.05.2021;09:00;<10;<10;<10;<10;;<10;<10
12.05.2021;10:00;11;<10;<10;<10;;12;<10
12.05.2021;11:00;12;;<10;10;;<10;<10
12.05.2021;12:00;<10;<10;<10;<10;;<10;<10
12.05.2021;13:00;<10;<10;<10;16;;<10;<10
12.05.2021;14:00;<10;<10;<10;25;;<10;<10
12.05.2021;15:00;<10;<10;<10;19;;<10;<10
12.05.2021;16:00;<10;<10;<10;32;;<10;
12.05.2021;17:00;<10;<10;<10;11;;;<10
12.05.2021;18:00;<10;<10;<10;<10;;<10;<10
12.05.2021;19:00;<10;<10;<10;;;<10;<10
12.05.2021;20:00;<10;<10;<10;<10;;<10;<10
12.05.2021;21:00;<10;<10;<10;10;;<10;<10
12.05.2021;22:00;;<10;<10;<10;;<10;<10
12.05.2021;23:00;<10;<10;<10;<10;;<10;<10
12.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
13.05.2021;01:00;<10;<10;<10;<10;;<10;<10
13.05.2021;02:00;<10;<10;<10;<10;;<10;<10
13.05.2021;03:00;<10;<10;<10;<10;;<10;<10
13.05.2021;04:00;<10;<10;<10;<10;;<10;<10
13.05.2021;05:00;<10;<10;<10;<10;;<10;<10
13.05.2021;06:00;<10;<10;<10;<10;;<10;<10
13.05.2021;07:00;<10;<10;<10;<10;;<10;<10
13.05.2021;08:00;<10;<10;<10;<10;;<10;<10
13.05.2021;09:00;<10;<10;<10;<10;;<10;<10
13.05.2021;10:00;<10;<10;<10;<10;;<10;11
13.05.2021;11:00;17;20;<10;28;;<10;29
13.05.2021;12:00;<10;;<10;30;;<10;31
13.05.2021;13:00;<10;14;<10;30;;<10;<10
13.05.2021;14:00;<10;11;<10;20;;12;<10
13.05.2021;15:00;<10;12;<10;29;;<10;<10
13.05.2021;16:00;<10;11;<10;27;;<10;<10
13.05.2021;17:00;<10;<10;<10;<10;;<10;
13.05.2021;18:00;<10;<10;<10;<10;;;<10
13.05.2021;19:00;<10;<10;<10;<10;;<10;<10
13.05.2021;20:00;<10;<10;<10;;;<10;<10
13.05.2021;21:00;<10;<10;<10;<10;;<10;<10
13.05.2021;22:00;<10;<10;<10;<10;;<10;<10
13.05.2021;23:00;;<10;<10;<10;;<10;<10
13.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
14.05.2021;01:00;<10;<10;<10;<10;;<10;<10
14.05.2021;02:00;<10;<10;<10;<10;;<10;<10
14.05.2021;03:00;<10;<10;<10;<10;;<10;<10
14.05.2021;04:00;<10;<10;<10;<10;;<10;<10
14.05.2021;05:00;<10;<10;<10;<10;;<10;<10
14.05.2021;06:00;<10;<10;<10;<10;;<10;<10
14.05.2021;07:00;<10;<10;<10;<10;;<10;<10
14.05.2021;08:00;<10;<10;<10;<10;;<10;<10
14.05.2021;09:00;11;<10;10;<10;;<10;<10
14.05.2021;10:00;<10;11;<10;<10;;<10;<10
14.05.2021;11:00;<10;<10;<10;<10;;12;<10
14.05.2021;12:00;<10;<10;<10;<10;;<10;<10
14.05.2021;13:00;<10;;<10;<10;;<10;<10
14.05.2021;14:00;<10;<10;<10;14;;<10;<10
14.05.2021;15:00;<10;<10;<10;11;;<10;<10
14.05.2021;16:00;<10;<10;<10;<10;;<10;<10
14.05.2021;17:00;<10;<10;<10;<10;;<10;<10
14.05.2021;18:00;<10;<10;<10;<10;;<10;
14.05.2021;19:00;<10;<10;<10;<10;;;<10
14.05.2021;20:00;<10;<10;<10;<10;;<10;<10
14.05.2021;21:00;<10;<10;<10;;;<10;<10
14.05.2021;22:00;<10;<10;<10;<10;;<10;<10
14.05.2021;23:00;<10;<10;<10;<10;;<10;<10
14.05.2021;24:00:00;;<10;<10;<10;;<10;<10
15.05.2021;01:00;<10;<10;<10;<10;;<10;<10
15.05.2021;02:00;<10;<10;<10;<10;;<10;<10
15.05.2021;03:00;<10;<10;<10;<10;;<10;<10
15.05.2021;04:00;<10;<10;<10;<10;;<10;<10
15.05.2021;05:00;<10;<10;<10;<10;;<10;<10
15.05.2021;06:00;<10;<10;<10;<10;;<10;<10
15.05.2021;07:00;16;<10;<10;<10;;<10;30
15.05.2021;08:00;34;<10;<10;<10;;<10;16
15.05.2021;09:00;22;<10;<10;<10;;<10;<10
15.05.2021;10:00;<10;<10;<10;<10;;<10;<10
15.05.2021;11:00;<10;<10;<10;<10;;<10;<10
15.05.2021;12:00;<10;<10;<10;<10;;<10;<10
15.05.2021;13:00;<10;<10;<10;<10;;<10;17
15.05.2021;14:00;<10;;<10;<10;;<10;<10
15.05.2021;15:00;<10;<10;<10;<10;;<10;<10
15.05.2021;16:00;<10;<10;<10;<10;;<10;11
15.05.2021;17:00;<10;<10;<10;<10;;<10;<10
15.05.2021;18:00;<10;<10;<10;<10;;<10;<10
15.05.2021;19:00;<10;<10;<10;<10;;<10;
15.05.2021;20:00;<10;<10;<10;<10;;;<10
15.05.2021;21:00;<10;<10;<10;<10;;<10;13
15.05.2021;22:00;<10;<10;<10;;;<10;<10
15.05.2021;23:00;11;<10;<10;<10;;<10;31
15.05.2021;24:00:00;<10;<10;<10;<10;;<10;16
16.05.2021;01:00;;<10;<10;<10;;<10;<10
16.05.2021;02:00;<10;<10;<10;<10;;<10;<10
16.05.2021;03:00;<10;<10;<10;<10;;<10;<10
16.05.2021;04:00;<10;<10;<10;<10;;<10;<10
16.05.2021;05:00;<10;<10;<10;<10;;<10;<10
16.05.2021;06:00;12;<10;<10;<10;;<10;<10
16.05.2021;07:00;<10;<10;<10;<10;;<10;<10
16.05.2021;08:00;<10;<10;<10;<10;;<10;<10
16.05.2021;09:00;<10;<10;<10;<10;;<10;<10
16.05.2021;10:00;<10;<10;<10;<10;;<10;<10
16.05.2021;11:00;<10;<10;<10;<10;;<10;<10
16.05.2021;12:00;<10;<10;<10;<10;;<10;<10
16.05.2021;13:00;18;<10;<10;16;;<10;<10
16.05.2021;14:00;<10;<10;<10;<10;;<10;<10
16.05.2021;15:00;<10;;<10;<10;;<10;<10
16.05.2021;16:00;17;<10;<10;<10;;<10;<10
16.05.2021;17:00;11;<10;<10;<10;;<10;<10
16.05.2021;18:00;<10;<10;<10;21;;<10;<10
16.05.2021;19:00;<10;<10;<10;12;;<10;<10
16.05.2021;20:00;<10;<10;<10;<10;;<10;
16.05.2021;21:00;<10;<10;<10;<10;;;<10
16.05.2021;22:00;<10;<10;<10;<10;;<10;<10
16.05.2021;23:00;<10;<10;<10;;;<10;<10
16.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
17.05.2021;01:00;<10;<10;<10;<10;;<10;<10
17.05.2021;02:00;;<10;<10;<10;;<10;17
17.05.2021;03:00;<10;<10;<10;<10;;<10;39
17.05.2021;04:00;<10;<10;<10;<10;;<10;33
17.05.2021;05:00;11;<10;<10;<10;;<10;114
17.05.2021;06:00;20;<10;<10;<10;;<10;120
17.05.2021;07:00;28;<10;<10;<10;;<10;122
17.05.2021;08:00;27;<10;<10;<10;;<10;73
17.05.2021;09:00;42;<10;<10;;;<10;64
17.05.2021;10:00;40;<10;<10;;;<10;18
17.05.2021;11:00;17;<10;<10;;;<10;60
17.05.2021;12:00;;<10;<10;;;<10;18
17.05.2021;13:00;;<10;<10;<10;;<10;<10
17.05.2021;14:00;18;<10;<10;<10;;<10;<10
17.05.2021;15:00;13;<10;<10;<10;;<10;<10
17.05.2021;16:00;<10;;<10;13;;<10;<10
17.05.2021;17:00;<10;<10;<10;<10;;<10;<10
17.05.2021;18:00;<10;<10;<10;21;;<10;<10
17.05.2021;19:00;<10;<10;<10;<10;;<10;<10
17.05.2021;20:00;<10;<10;<10;<10;;<10;<10
17.05.2021;21:00;<10;<10;<10;15;;<10;
17.05.2021;22:00;<10;<10;<10;<10;;;<10
17.05.2021;23:00;<10;<10;<10;<10;;<10;<10
17.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
18.05.2021;01:00;<10;<10;<10;<10;;<10;<10
18.05.2021;02:00;<10;<10;<10;<10;;<10;<10
18.05.2021;03:00;<10;<10;<10;<10;;<10;<10
18.05.2021;04:00;<10;<10;<10;<10;;<10;<10
18.05.2021;05:00;<10;<10;<10;<10;;<10;<10
18.05.2021;06:00;<10;<10;<10;<10;;<10;<10
18.05.2021;07:00;<10;<10;<10;<10;;<10;<10
18.05.2021;08:00;<10;;<10;<10;;<10;<10
18.05.2021;09:00;<10;;<10;<10;;<10;<10
18.05.2021;10:00;<10;;<10;<10;;<10;<10
18.05.2021;11:00;<10;<10;<10;<10;;<10;<10
18.05.2021;12:00;<10;<10;<10;<10;;<10;<10
18.05.2021;13:00;<10;<10;<10;<10;;<10;<10
18.05.2021;14:00;;<10;<10;20;;<10;<10
18.05.2021;15:00;<10;<10;<10;27;;<10;<10
18.05.2021;16:00;<10;<10;<10;41;;<10;<10
18.05.2021;17:00;<10;<10;<10;13;;<10;<10
18.05.2021;18:00;<10;14;<10;10;;<10;<10
18.05.2021;19:00;<10;<10;11;<10;;<10;<10
18.05.2021;20:00;<10;<10;<10;<10;;<10;<10
18.05.2021;21:00;<10;<10;<10;<10;;<10;<10
18.05.2021;22:00;<10;<10;<10;10;;<10;
18.05.2021;23:00;<10;<10;<10;<10;;;<10
18.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
19.05.2021;01:00;<10;<10;<10;<10;;<10;<10
19.05.2021;02:00;<10;<10;<10;<10;;<10;<10
19.05.2021;03:00;<10;<10;<10;<10;;<10;<10
19.05.2021;04:00;<10;<10;<10;<10;;<10;<10
19.05.2021;05:00;<10;<10;<10;<10;;<10;<10
19.05.2021;06:00;<10;<10;<10;<10;;<10;<10
19.05.2021;07:00;<10;<10;<10;<10;;<10;<10
19.05.2021;08:00;<10;<10;<10;<10;;<10;<10
19.05.2021;09:00;<10;<10;<10;<10;;<10;<10
19.05.2021;10:00;17;<10;;<10;;<10;<10
19.05.2021;11:00;<10;;;<10;;<10;<10
19.05.2021;12:00;<10;<10;;<10;;<10;<10
19.05.2021;13:00;<10;<10;;<10;;<10;<10
19.05.2021;14:00;22;<10;;17;;<10;<10
19.05.2021;15:00;;<10;;<10;;<10;<10
19.05.2021;16:00;<10;<10;<10;<10;;<10;<10
19.05.2021;17:00;<10;<10;<10;17;;<10;<10
19.05.2021;18:00;<10;<10;<10;<10;;<10;<10
19.05.2021;19:00;<10;<10;<10;<10;;<10;<10
19.05.2021;20:00;<10;<10;<10;<10;;<10;<10
19.05.2021;21:00;<10;<10;<10;<10;;<10;<10
19.05.2021;22:00;<10;<10;<10;<10;;<10;<10
19.05.2021;23:00;<10;<10;<10;<10;;<10;
19.05.2021;24:00:00;<10;<10;<10;<10;;;
20.05.2021;01:00;<10;<10;<10;<10;;<10;
20.05.2021;02:00;<10;<10;<10;<10;;<10;
20.05.2021;03:00;<10;<10;<10;<10;;<10;
20.05.2021;04:00;<10;<10;<10;<10;;<10;
20.05.2021;05:00;<10;<10;<10;<10;;<10;
20.05.2021;06:00;<10;<10;<10;<10;;<10;
20.05.2021;07:00;<10;<10;<10;<10;;<10;<10
20.05.2021;08:00;<10;<10;<10;<10;;<10;<10
20.05.2021;09:00;<10;<10;<10;<10;;<10;<10
20.05.2021;10:00;10;<10;<10;<10;;<10;<10
20.05.2021;11:00;15;<10;<10;<10;;<10;<10
20.05.2021;12:00;29;;<10;<10;;<10;<10
20.05.2021;13:00;38;;<10;<10;;<10;<10
20.05.2021;14:00;35;<10;<10;<10;;<10;11
20.05.2021;15:00;16;<10;<10;<10;;<10;19
20.05.2021;16:00;;<10;;<10;;<10;<10
20.05.2021;17:00;<10;<10;<10;<10;;<10;<10
20.05.2021;18:00;12;<10;<10;<10;;<10;<10
20.05.2021;19:00;15;<10;<10;<10;;<10;<10
20.05.2021;20:00;14;<10;<10;<10;;<10;37
20.05.2021;21:00;23;<10;<10;<10;;<10;99
20.05.2021;22:00;24;<10;<10;<10;;<10;60
20.05.2021;23:00;14;<10;<10;<10;;<10;22
20.05.2021;24:00:00;<10;<10;<10;<10;;<10;21
21.05.2021;01:00;21;<10;<10;15;;;30
21.05.2021;02:00;27;<10;<10;16;;<10;37
21.05.2021;03:00;51;<10;<10;<10;;<10;56
21.05.2021;04:00;54;<10;<10;<10;;<10;150
21.05.2021;05:00;41;<10;<10;<10;;<10;191
21.05.2021;06:00;36;<10;<10;<10;;<10;111
21.05.2021;07:00;43;<10;;<10;;<10;
21.05.2021;08:00;14;<10;;<10;;<10;
21.05.2021;09:00;10;<10;;<10;;<10;
21.05.2021;10:00;<10;<10;<10;<10;;<10;<10
21.05.2021;11:00;<10;<10;<10;<10;;<10;<10
21.05.2021;12:00;<10;<10;<10;<10;;<10;<10
21.05.2021;13:00;<10;<10;<10;<10;;<10;<10
21.05.2021;14:00;<10;;<10;<10;;<10;<10
21.05.2021;15:00;11;<10;<10;<10;;<10;<10
21.05.2021;16:00;<10;<10;<10;<10;;<10;<10
21.05.2021;17:00;;<10;<10;<10;;<10;<10
21.05.2021;18:00;18;<10;<10;<10;;<10;<10
21.05.2021;19:00;34;<10;<10;<10;;<10;53
21.05.2021;20:00;25;<10;<10;<10;;<10;<10
21.05.2021;21:00;<10;<10;<10;<10;;<10;108
21.05.2021;22:00;40;<10;<10;<10;;<10;138
21.05.2021;23:00;15;<10;<10;<10;;<10;31
21.05.2021;24:00:00;36;<10;<10;<10;;<10;52
22.05.2021;01:00;34;<10;<10;<10;;<10;83
22.05.2021;02:00;18;<10;<10;<10;;;30
22.05.2021;03:00;36;<10;<10;<10;;<10;98
22.05.2021;04:00;44;<10;<10;<10;;<10;99
22.05.2021;05:00;49;<10;<10;<10;;<10;158
22.05.2021;06:00;38;<10;<10;<10;;<10;98
22.05.2021;07:00;30;<10;<10;<10;;<10;90
22.05.2021;08:00;18;<10;<10;<10;;<10;50
22.05.2021;09:00;13;<10;<10;<10;;<10;15
22.05.2021;10:00;<10;<10;;<10;;<10;
22.05.2021;11:00;15;<10;<10;<10;;<10;<10
22.05.2021;12:00;<10;<10;<10;<10;;<10;<10
22.05.2021;13:00;<10;<10;<10;<10;;<10;<10
22.05.2021;14:00;<10;<10;<10;<10;;<10;<10
22.05.2021;15:00;<10;;<10;13;;<10;<10
22.05.2021;16:00;<10;<10;<10;<10;;<10;<10
22.05.2021;17:00;<10;14;<10;<10;;<10;<10
22.05.2021;18:00;;<10;<10;<10;;<10;<10
22.05.2021;19:00;<10;<10;<10;<10;;<10;<10
22.05.2021;20:00;<10;<10;<10;<10;;<10;<10
22.05.2021;21:00;<10;<10;<10;<10;;<10;<10
22.05.2021;22:00;<10;<10;<10;<10;;<10;<10
22.05.2021;23:00;<10;<10;<10;<10;;<10;<10
22.05.2021;24:00:00;<10;<10;<10;<10;;<10;<10
23.05.2021;01:00;<10;<10;<10;<10;;<10;<10
23.05.2021;02:00;<10;<10;<10;<10;;<10;<10
23.05.2021;03:00;<10;<10;<10;<10;;;<10
23.05.2021;04:00;<10;<10;<10;<10;;<10;<10
23.05.2021;05:00;<10;<10;<10;<10;;<10;<10
23.05.2021;06:00;<10;<10;<10;<10;;<10;<10
23.05.2021;07:00;<10;<10;<10;<10;;<10;<10
